tp,sex,edu,income,pipei
花港观鱼,M,大学及以上,26070,0.939
柳浪闻莺,M,初中,15930,0.895
三潭印月,F,高中,5540,0.326
双峰插云,F,大学,7257,0.714
雷峰夕照,F,大学,47902,0.36
南屏晚钟,F,大学,14220,0.634
苏提春晓,M,高中,46314,0.749
曲院风荷,F,高中,15460,0.776
平湖秋月,M,大学,14668,0.132
断桥残雪,F,大学,30482,0.559
花港观鱼,F,高中,9143,0.184
柳浪闻莺,M,大学及以上,9630,0.611
三潭印月,F,大学,42507,0.558
双峰插云,F,初中,15004,0.213
雷峰夕照,M,大学,34676,0.936
南屏晚钟,F,大学,48283,0.466
苏提春晓,M,高中,18661,0.723
曲院风荷,F,初中,36070,0.924
平湖秋月,M,高中,48630,0.203
断桥残雪,F,高中,10164,0.941
花港观鱼,F,高中,39502,0.921
柳浪闻莺,M,高中,3046,0.17
三潭印月,M,初中,47073,0.277
双峰插云,F,大学及以上,42386,0.304
雷峰夕照,F,高中,11735,0.203
南屏晚钟,M,高中,42752,0.291
苏提春晓,M,大学,39604,0.217
曲院风荷,M,高中,40139,0.56
平湖秋月,M,大学及以上,7544,0.853
断桥残雪,F,大学及以上,22751,0.368
花港观鱼,M,大学及以上,5684,0.13
柳浪闻莺,F,高中,18854,0.63
三潭印月,F,大学及以上,16660,0.886
双峰插云,F,初中,18455,0.332
雷峰夕照,F,高中,24323,0.277
南屏晚钟,F,初中,5604,0.325
苏提春晓,M,大学及以上,24248,0.686
曲院风荷,F,初中,5100,0.536
平湖秋月,M,高中,24992,0.466
断桥残雪,F,高中,41085,0.919
花港观鱼,M,大学,5112,0.368
柳浪闻莺,F,大学,11415,0.515
三潭印月,F,高中,21277,0.147
双峰插云,F,大学及以上,34306,0.241
雷峰夕照,F,初中,30451,0.089
南屏晚钟,M,大学及以上,24018,0.791
苏提春晓,M,大学,31625,0.306
曲院风荷,M,高中,20311,0.041
平湖秋月,F,初中,20499,0.814
断桥残雪,F,高中,35748,0.081
花港观鱼,M,高中,26935,0.65
柳浪闻莺,F,高中,11867,0.413
三潭印月,M,高中,13357,0.487
双峰插云,M,大学及以上,41714,0.777
雷峰夕照,F,高中,24657,0.533
南屏晚钟,M,大学及以上,5587,0.954
苏提春晓,F,高中,24483,0.596
曲院风荷,M,大学及以上,40009,0.003
平湖秋月,M,大学,34653,0.236
断桥残雪,M,高中,30434,0.666
花港观鱼,M,初中,35246,0.266
柳浪闻莺,M,初中,10188,0.168
三潭印月,F,初中,30214,0.955
双峰插云,M,高中,16168,0.018
雷峰夕照,M,大学,8812,0.583
南屏晚钟,M,初中,7463,0.915
苏提春晓,F,大学,27865,0.203
曲院风荷,F,初中,48663,0.918
平湖秋月,M,初中,41666,0.265
断桥残雪,M,大学,3439,0.936
花港观鱼,F,初中,36296,0.871
柳浪闻莺,M,初中,5044,0.197
三潭印月,F,初中,8212,0.224
双峰插云,M,高中,42182,0.517
雷峰夕照,F,初中,46862,0.757
南屏晚钟,M,大学及以上,25849,0.376
苏提春晓,M,大学,11324,0.505
曲院风荷,M,大学,38064,0.16
平湖秋月,F,初中,13406,0.669
断桥残雪,F,高中,38257,0.848
花港观鱼,F,初中,3277,0.969
柳浪闻莺,F,高中,41510,0.251
三潭印月,M,大学及以上,5119,0.73
双峰插云,F,高中,18062,0.153
雷峰夕照,F,高中,27376,0.714
南屏晚钟,F,高中,40862,0.868
苏提春晓,M,高中,43802,0.614
曲院风荷,M,大学及以上,7964,0.411
平湖秋月,M,初中,37852,0.892
断桥残雪,F,大学及以上,15357,0.623
花港观鱼,F,高中,7995,0.931
柳浪闻莺,F,大学,26377,0.916
三潭印月,M,大学,33470,0.11
双峰插云,F,初中,14131,0.754
雷峰夕照,F,大学及以上,30589,0.912
南屏晚钟,M,大学,48591,0.919
苏提春晓,F,大学,37343,0.004
曲院风荷,M,大学及以上,41378,0.881
平湖秋月,F,大学及以上,4915,0.345
断桥残雪,M,初中,25328,0.98
花港观鱼,M,大学,15537,0.746
柳浪闻莺,F,高中,47160,0.015
三潭印月,M,大学,14898,0.69
双峰插云,M,大学,4223,0.146
雷峰夕照,M,大学,10271,0.132
南屏晚钟,M,初中,27796,0.475
苏提春晓,F,初中,10081,0.163
曲院风荷,M,大学,42076,0.504
平湖秋月,F,高中,42675,0.384
断桥残雪,M,高中,17283,0.617
花港观鱼,M,初中,7475,0.951
柳浪闻莺,M,高中,27000,0.739
三潭印月,M,大学,32840,0.649
双峰插云,F,大学,22663,0.202
雷峰夕照,F,初中,48514,0.629
南屏晚钟,F,大学,36104,0.896
苏提春晓,F,初中,22186,0.711
曲院风荷,M,大学及以上,4293,0.275
平湖秋月,F,高中,7079,0.057
断桥残雪,F,高中,28896,0.705
花港观鱼,M,大学及以上,5980,0.919
柳浪闻莺,M,大学,37342,0.22
三潭印月,F,初中,48243,0.59
双峰插云,F,初中,9859,0.21
雷峰夕照,M,大学及以上,28094,0.059
南屏晚钟,M,大学,15342,0.527
苏提春晓,M,初中,34798,0.413
曲院风荷,M,高中,15140,0.656
平湖秋月,M,初中,13045,0.272
断桥残雪,M,大学,39526,0.944
花港观鱼,F,高中,35781,0.068
柳浪闻莺,F,高中,44956,0.806
三潭印月,M,大学,9837,0.314
双峰插云,M,高中,8980,0.322
雷峰夕照,F,大学及以上,13975,0.711
南屏晚钟,M,高中,8903,0.211
苏提春晓,F,高中,24835,0.891
曲院风荷,F,大学,33064,0.672
平湖秋月,F,大学,46477,0.976
断桥残雪,F,高中,13013,0.892
花港观鱼,F,大学,20612,0.218
柳浪闻莺,F,高中,31292,0.493
三潭印月,M,高中,33137,0.21
双峰插云,M,初中,45603,0.757
雷峰夕照,F,初中,15553,0.977
南屏晚钟,M,高中,43060,0.522
苏提春晓,F,初中,32576,0.38
曲院风荷,F,高中,21318,0.889
平湖秋月,M,高中,45568,0.592
断桥残雪,M,初中,21807,0.618
花港观鱼,M,初中,45091,0.563
柳浪闻莺,M,高中,38447,0.786
三潭印月,F,大学,19206,0.024
双峰插云,F,大学,10384,0.253
雷峰夕照,M,大学,40693,0.944
南屏晚钟,M,大学,8136,0.045
苏提春晓,M,初中,12090,0.209
曲院风荷,M,大学,37863,0.381
平湖秋月,F,高中,12695,0.009
断桥残雪,M,初中,35977,0.462
花港观鱼,M,大学及以上,5982,0.961
柳浪闻莺,F,初中,23674,0.29
三潭印月,F,高中,49462,0.636
双峰插云,M,高中,6790,0.251
雷峰夕照,F,大学及以上,44896,0.523
南屏晚钟,F,初中,39257,0.453
苏提春晓,M,大学及以上,32980,0.649
曲院风荷,F,初中,28389,0.846
平湖秋月,F,初中,43779,0.872
断桥残雪,F,高中,21031,0.493
花港观鱼,M,大学,46267,0.541
柳浪闻莺,M,初中,3840,0.533
三潭印月,F,高中,7111,0.296
双峰插云,F,高中,9444,0.749
雷峰夕照,F,高中,8021,0.793
南屏晚钟,M,大学及以上,28603,0.974
苏提春晓,M,大学,36244,0.956
曲院风荷,M,大学及以上,17951,0.505
平湖秋月,M,大学,17169,0.229
断桥残雪,F,大学及以上,24503,0.841
花港观鱼,M,初中,29327,0.621
柳浪闻莺,F,大学,46433,0.422
三潭印月,F,高中,25164,0.321
双峰插云,F,高中,33424,0.731
雷峰夕照,F,高中,14467,0.849
南屏晚钟,F,大学,19202,0.069
苏提春晓,M,高中,45728,0.909
曲院风荷,M,高中,43897,0.779
平湖秋月,F,高中,49369,0.814
断桥残雪,F,初中,38792,0.494
花港观鱼,F,初中,39743,0.946
柳浪闻莺,M,大学及以上,38152,0.529
三潭印月,M,大学及以上,25161,0.523
双峰插云,F,大学,21710,0.367
雷峰夕照,M,初中,5983,0.916
南屏晚钟,F,初中,20630,0.722
苏提春晓,M,大学,43892,0.576
曲院风荷,M,大学及以上,35920,0.43
平湖秋月,F,大学及以上,4422,0.932
断桥残雪,M,大学及以上,21423,0.63
花港观鱼,F,初中,46868,0.022
柳浪闻莺,M,高中,16419,0.202
三潭印月,F,大学,8692,0.958
双峰插云,F,大学及以上,21096,0.318
雷峰夕照,F,高中,39985,0.406
南屏晚钟,F,高中,6622,0.402
苏提春晓,F,大学及以上,10008,0.236
曲院风荷,F,初中,38940,0.88
平湖秋月,F,大学,38054,0.309
断桥残雪,F,大学及以上,34602,0.139
花港观鱼,M,初中,16847,0.073
柳浪闻莺,F,高中,42048,0.14
三潭印月,M,初中,40938,0.538
双峰插云,F,大学,26871,0.655
雷峰夕照,F,大学,19391,0.528
南屏晚钟,M,大学,47692,0.243
苏提春晓,M,高中,16747,0.346
曲院风荷,M,初中,10667,0.859
平湖秋月,M,高中,3845,0.786
断桥残雪,M,初中,38589,0.834
花港观鱼,M,高中,13220,0.3
柳浪闻莺,M,初中,44856,0.496
三潭印月,M,大学,39931,0.223
双峰插云,F,高中,48454,0.299
雷峰夕照,M,高中,32164,0.521
南屏晚钟,M,初中,7583,0.494
苏提春晓,M,高中,40479,0.586
曲院风荷,F,大学,14225,0.566
平湖秋月,F,大学,33435,0.435
断桥残雪,M,高中,32065,0.529
花港观鱼,M,初中,27472,0.028
柳浪闻莺,M,大学,18649,0.673
三潭印月,M,初中,10437,0.844
双峰插云,M,初中,36407,0.809
雷峰夕照,F,初中,29165,0.599
南屏晚钟,M,大学,3383,0.45
苏提春晓,M,初中,11876,0.876
曲院风荷,F,初中,8689,0.095
平湖秋月,F,初中,24804,0.756
断桥残雪,F,大学,22786,0.182
花港观鱼,F,大学,3233,0.751
柳浪闻莺,M,初中,46066,0.616
三潭印月,M,初中,37720,0.279
双峰插云,F,高中,33125,0.997
雷峰夕照,M,大学,7064,0.451
南屏晚钟,F,初中,25475,0.321
苏提春晓,F,大学,43158,0.141
曲院风荷,M,初中,6543,0.411
平湖秋月,M,高中,32145,0.825
断桥残雪,F,大学及以上,15237,0.311
花港观鱼,M,大学,23274,0.748
柳浪闻莺,M,大学及以上,24282,0.202
三潭印月,F,初中,14737,0.478
双峰插云,F,高中,14900,0.093
雷峰夕照,F,高中,47613,0.051
南屏晚钟,F,大学,18760,0.457
苏提春晓,F,大学及以上,38252,0.633
曲院风荷,M,高中,6704,0.096
平湖秋月,F,大学,27120,0.221
断桥残雪,F,高中,9874,0.173
花港观鱼,M,大学,20442,0.288
柳浪闻莺,F,初中,13708,0.276
三潭印月,M,初中,29019,0.696
双峰插云,F,大学,41134,0.999
雷峰夕照,F,大学,41721,0.761
南屏晚钟,F,大学及以上,46506,0.408
苏提春晓,M,大学及以上,21846,0.906
曲院风荷,F,高中,16462,0.334
平湖秋月,M,大学及以上,49814,0.435
断桥残雪,F,大学,47790,0.848
花港观鱼,F,高中,30843,0.773
柳浪闻莺,F,初中,36417,0.552
三潭印月,F,初中,4387,0.228
双峰插云,M,高中,11473,0.32
雷峰夕照,M,大学及以上,48026,0.197
南屏晚钟,M,高中,14862,0.17
苏提春晓,F,大学,4229,0.228
曲院风荷,F,大学,31453,0.995
平湖秋月,F,大学,24816,0.079
断桥残雪,F,大学及以上,4855,0.693
花港观鱼,M,大学,34486,0.214
柳浪闻莺,M,大学及以上,20584,0.734
三潭印月,M,高中,3955,0.562
双峰插云,F,大学及以上,10955,0.561
雷峰夕照,M,大学及以上,11682,0.384
南屏晚钟,F,大学,15679,0.382
苏提春晓,F,大学及以上,3183,0.493
曲院风荷,M,高中,6819,0.518
平湖秋月,M,高中,20025,0.675
断桥残雪,F,高中,43164,0.163
花港观鱼,F,大学及以上,5136,0.057
柳浪闻莺,F,初中,48342,0.94
三潭印月,F,初中,9015,0.79
双峰插云,M,大学,6246,0.347
雷峰夕照,F,大学及以上,29428,0.179
南屏晚钟,F,高中,43171,0.946
苏提春晓,F,高中,33821,0.039
曲院风荷,F,大学,32816,0.0
平湖秋月,M,初中,30281,0.119
断桥残雪,M,初中,15540,0.664
花港观鱼,M,初中,37601,0.573
柳浪闻莺,F,初中,10220,0.759
三潭印月,F,高中,9936,0.821
双峰插云,F,大学及以上,7201,0.827
雷峰夕照,F,初中,8899,0.611
南屏晚钟,F,初中,19591,0.75
苏提春晓,M,大学及以上,33599,0.941
曲院风荷,F,大学,17020,0.818
平湖秋月,M,大学,23555,0.403
断桥残雪,M,大学,40290,0.994
花港观鱼,M,高中,27320,0.3
柳浪闻莺,M,大学,43859,0.065
三潭印月,M,大学及以上,22017,0.007
双峰插云,F,初中,8051,0.544
雷峰夕照,F,初中,3076,0.468
南屏晚钟,F,高中,19440,0.104
苏提春晓,M,初中,11413,0.763
曲院风荷,F,大学及以上,8270,0.841
平湖秋月,F,大学,38922,0.934
断桥残雪,F,初中,15313,0.358
花港观鱼,M,初中,42074,0.905
柳浪闻莺,F,大学,10656,0.987
三潭印月,F,大学及以上,15945,0.682
双峰插云,F,高中,10481,0.567
雷峰夕照,F,大学及以上,8400,0.832
南屏晚钟,F,大学,32533,0.693
苏提春晓,F,高中,15134,0.86
曲院风荷,M,高中,13770,0.699
平湖秋月,M,大学及以上,23264,0.612
断桥残雪,F,初中,24230,0.527
花港观鱼,M,初中,43356,0.36
柳浪闻莺,F,大学,8845,0.382
三潭印月,F,高中,42316,0.326
双峰插云,M,大学,25909,0.059
雷峰夕照,F,大学及以上,12601,0.541
南屏晚钟,F,初中,37704,0.404
苏提春晓,F,大学,39397,0.941
曲院风荷,F,大学及以上,44496,0.622
平湖秋月,M,大学,48743,0.967
断桥残雪,M,初中,10187,0.773
花港观鱼,F,高中,23610,0.242
柳浪闻莺,M,大学及以上,15355,0.553
三潭印月,M,初中,26085,0.6
双峰插云,M,大学及以上,9026,0.142
雷峰夕照,M,初中,34485,0.074
南屏晚钟,F,大学,46730,0.983
苏提春晓,M,初中,19590,0.009
曲院风荷,M,大学及以上,33906,0.068
平湖秋月,M,大学,47099,0.402
断桥残雪,F,大学及以上,35723,0.624
花港观鱼,F,高中,5286,0.606
柳浪闻莺,F,大学,35077,0.366
三潭印月,M,高中,10586,0.648
双峰插云,M,大学及以上,49466,0.897
雷峰夕照,F,高中,4582,0.485
南屏晚钟,F,初中,33490,0.178
苏提春晓,M,大学及以上,23316,0.743
曲院风荷,F,大学,18432,0.104
平湖秋月,F,初中,40784,0.048
断桥残雪,M,初中,22077,0.417
花港观鱼,M,初中,17250,0.671
柳浪闻莺,F,初中,48782,0.909
三潭印月,M,大学,14194,0.146
双峰插云,M,大学及以上,46870,0.629
雷峰夕照,M,大学及以上,35742,0.478
南屏晚钟,F,高中,46076,0.934
苏提春晓,M,大学及以上,6510,0.448
曲院风荷,F,初中,48546,0.838
平湖秋月,M,大学,14905,0.39
断桥残雪,M,大学,16358,0.682
花港观鱼,M,高中,25855,0.664
柳浪闻莺,M,初中,9075,0.956
三潭印月,M,大学,20629,0.629
双峰插云,F,高中,26613,0.415
雷峰夕照,M,高中,13342,0.073
南屏晚钟,M,大学及以上,39284,0.046
苏提春晓,F,大学,25921,0.028
曲院风荷,M,大学,17106,0.962
平湖秋月,F,初中,9454,0.641
断桥残雪,M,大学及以上,22173,0.311
花港观鱼,F,初中,26348,0.813
柳浪闻莺,M,大学,6903,0.782
三潭印月,F,大学,43367,0.549
双峰插云,M,高中,47290,0.187
雷峰夕照,F,高中,17650,0.054
南屏晚钟,M,大学及以上,30225,0.207
苏提春晓,M,大学及以上,13486,0.768
曲院风荷,F,大学,3184,0.836
平湖秋月,M,大学,47304,0.769
断桥残雪,M,大学,20335,0.416
花港观鱼,F,大学及以上,18308,0.293
柳浪闻莺,M,大学,45444,0.418
三潭印月,M,大学及以上,27342,0.971
双峰插云,M,高中,39578,0.784
雷峰夕照,F,大学及以上,21351,0.512
南屏晚钟,M,大学,29639,0.117
苏提春晓,M,大学及以上,48235,0.868
曲院风荷,M,高中,32223,0.899
平湖秋月,M,初中,5345,0.923
断桥残雪,F,高中,30963,0.019
花港观鱼,F,大学,46224,0.984
柳浪闻莺,F,初中,32996,0.736
三潭印月,M,大学,48761,0.792
双峰插云,M,大学及以上,33844,0.317
雷峰夕照,F,初中,37888,0.998
南屏晚钟,M,高中,25830,0.432
苏提春晓,M,大学及以上,27069,0.598
曲院风荷,F,大学及以上,27479,0.979
平湖秋月,M,大学,8687,0.948
断桥残雪,F,大学及以上,44766,0.539
花港观鱼,M,高中,16369,0.783
柳浪闻莺,M,高中,30728,0.156
三潭印月,M,大学及以上,48741,0.25
双峰插云,M,大学及以上,24457,0.77
雷峰夕照,M,大学,32566,0.905
南屏晚钟,F,大学,32114,0.83
苏提春晓,M,大学,16305,0.954
曲院风荷,M,初中,43819,0.43
平湖秋月,M,高中,5190,0.533
断桥残雪,F,初中,48957,0.027
花港观鱼,M,大学及以上,38530,0.441
柳浪闻莺,F,初中,25503,0.174
三潭印月,F,大学,38296,0.433
双峰插云,M,大学,5214,0.76
雷峰夕照,F,大学,48528,0.46
南屏晚钟,F,大学及以上,42260,0.479
苏提春晓,F,大学及以上,31805,0.101
曲院风荷,M,大学,11285,0.739
平湖秋月,M,大学,14209,0.137
断桥残雪,F,高中,18754,0.647
花港观鱼,F,大学及以上,33866,0.964
柳浪闻莺,F,大学,25423,0.963
三潭印月,M,大学及以上,32962,0.55
双峰插云,M,大学,35907,0.468
雷峰夕照,M,初中,30871,0.809
南屏晚钟,M,高中,19530,0.143
苏提春晓,F,大学,13167,0.997
曲院风荷,M,大学,25557,0.221
平湖秋月,F,大学及以上,6252,0.729
断桥残雪,F,高中,41136,0.288
花港观鱼,M,初中,18098,0.965
柳浪闻莺,F,大学及以上,35108,0.074
三潭印月,M,高中,31154,0.534
双峰插云,F,高中,19006,0.193
雷峰夕照,M,大学及以上,9064,0.458
南屏晚钟,M,大学及以上,31409,0.701
苏提春晓,F,初中,21700,0.202
曲院风荷,M,大学,8710,0.57
平湖秋月,M,大学,22356,0.172
断桥残雪,F,初中,11175,0.026
花港观鱼,F,高中,25472,0.173
柳浪闻莺,F,大学,9984,0.89
三潭印月,F,大学,31559,0.809
双峰插云,F,高中,44455,0.077
雷峰夕照,M,初中,48106,0.365
南屏晚钟,M,大学及以上,48867,0.048
苏提春晓,M,大学,3089,0.305
曲院风荷,F,大学,15126,0.626
平湖秋月,M,大学,13467,0.865
断桥残雪,M,大学,31923,0.291
花港观鱼,F,大学,37242,0.747
柳浪闻莺,M,大学及以上,31999,0.823
三潭印月,M,大学,30782,0.522
双峰插云,M,高中,4452,0.947
雷峰夕照,M,初中,21099,0.69
南屏晚钟,F,高中,40821,0.705
苏提春晓,M,高中,25738,0.381
曲院风荷,F,大学,37222,0.908
平湖秋月,M,初中,47184,0.89
断桥残雪,M,高中,45781,0.953
花港观鱼,M,初中,32199,0.614
柳浪闻莺,M,高中,12935,0.524
三潭印月,M,高中,23898,0.493
双峰插云,M,大学及以上,19054,0.502
雷峰夕照,F,初中,5197,0.702
南屏晚钟,M,大学及以上,8396,0.855
苏提春晓,M,大学,12675,0.0
曲院风荷,M,大学,9386,0.826
平湖秋月,M,高中,28729,0.165
断桥残雪,F,大学,49234,0.679
花港观鱼,M,高中,25811,0.661
柳浪闻莺,F,高中,38333,0.621
三潭印月,M,大学及以上,20766,0.271
双峰插云,M,大学,18751,0.122
雷峰夕照,F,初中,47461,0.989
南屏晚钟,F,大学,24922,0.7
苏提春晓,M,大学及以上,22366,0.829
曲院风荷,F,大学及以上,16803,0.322
平湖秋月,M,高中,10164,0.258
断桥残雪,M,大学及以上,43279,0.987
花港观鱼,F,大学及以上,7366,0.845
柳浪闻莺,M,大学及以上,25485,0.709
三潭印月,F,大学,35666,0.126
双峰插云,M,初中,9683,0.95
雷峰夕照,F,高中,29877,0.991
南屏晚钟,F,初中,41335,0.796
苏提春晓,M,初中,23512,0.573
曲院风荷,F,大学,26209,0.293
平湖秋月,M,高中,40118,0.209
断桥残雪,M,高中,33151,0.537
花港观鱼,M,初中,41236,0.945
柳浪闻莺,F,大学及以上,30649,0.824
三潭印月,M,大学,28631,0.39
双峰插云,M,大学,30097,0.198
雷峰夕照,F,大学及以上,4065,0.374
南屏晚钟,M,大学,36600,0.808
苏提春晓,F,初中,17145,0.891
曲院风荷,M,大学及以上,16668,0.141
平湖秋月,M,大学,21732,0.204
断桥残雪,M,高中,20028,0.494
花港观鱼,M,高中,33560,0.999
柳浪闻莺,M,大学及以上,13753,0.332
三潭印月,M,大学,44522,0.146
双峰插云,F,初中,3211,0.388
雷峰夕照,F,大学及以上,22477,0.397
南屏晚钟,F,高中,18358,0.956
苏提春晓,M,大学及以上,26269,0.754
曲院风荷,M,大学,20318,0.573
平湖秋月,M,大学,39387,0.44
断桥残雪,F,初中,48454,0.178
花港观鱼,F,大学及以上,13680,0.104
柳浪闻莺,F,大学及以上,38098,0.984
三潭印月,M,大学及以上,31994,0.227
双峰插云,F,高中,19596,0.07
雷峰夕照,F,初中,3433,0.884
南屏晚钟,F,大学及以上,28798,0.586
苏提春晓,M,初中,18470,0.49
曲院风荷,F,高中,41804,0.826
平湖秋月,M,大学,33709,0.437
断桥残雪,F,大学及以上,47893,0.434
花港观鱼,F,大学,3867,0.086
柳浪闻莺,F,大学及以上,22940,0.855
三潭印月,F,大学,40849,0.377
双峰插云,F,大学,32998,0.898
雷峰夕照,M,大学及以上,23547,0.938
南屏晚钟,F,大学,32608,0.725
苏提春晓,F,大学及以上,15076,0.944
曲院风荷,F,大学,46478,0.855
平湖秋月,M,高中,42950,0.697
断桥残雪,F,大学,4469,0.841
花港观鱼,F,高中,27787,0.195
柳浪闻莺,F,大学及以上,19558,0.754
三潭印月,M,大学,42669,0.216
双峰插云,M,大学及以上,24423,0.627
雷峰夕照,F,高中,49240,0.605
南屏晚钟,M,高中,28876,0.834
苏提春晓,F,大学,25012,0.519
曲院风荷,F,初中,45531,0.36
平湖秋月,M,初中,27203,0.997
断桥残雪,M,初中,16484,0.553
花港观鱼,M,大学,28602,0.031
柳浪闻莺,M,大学,17362,0.763
三潭印月,F,大学,8595,0.828
双峰插云,F,大学及以上,9842,0.221
雷峰夕照,M,大学及以上,49133,0.672
南屏晚钟,F,高中,17500,0.023
苏提春晓,F,初中,40848,0.885
曲院风荷,M,初中,7305,0.559
平湖秋月,M,大学及以上,21879,0.38
断桥残雪,F,初中,25442,0.701
花港观鱼,M,大学,21123,0.673
柳浪闻莺,F,高中,19575,0.072
三潭印月,F,大学,31174,0.439
双峰插云,F,初中,13364,0.728
雷峰夕照,M,初中,3043,0.181
南屏晚钟,M,高中,29511,0.205
苏提春晓,F,高中,17263,0.328
曲院风荷,F,大学,47565,0.935
平湖秋月,F,高中,39684,0.601
断桥残雪,F,大学,7853,0.626
花港观鱼,F,高中,49603,0.715
柳浪闻莺,M,高中,36460,0.758
三潭印月,M,大学及以上,26837,0.362
双峰插云,M,初中,20619,0.448
雷峰夕照,M,初中,38427,0.211
南屏晚钟,M,大学,38593,0.038
苏提春晓,M,高中,3055,0.089
曲院风荷,F,初中,4233,0.447
平湖秋月,M,大学及以上,21481,0.68
断桥残雪,F,大学,42374,0.12
花港观鱼,F,高中,48022,0.055
柳浪闻莺,M,初中,27173,0.102
三潭印月,M,大学,42739,0.897
双峰插云,F,初中,40507,0.381
雷峰夕照,M,高中,5822,0.922
南屏晚钟,M,初中,48672,0.921
苏提春晓,F,大学,25621,0.011
曲院风荷,F,初中,22615,0.284
平湖秋月,F,大学,21766,0.792
断桥残雪,M,初中,7633,0.639
花港观鱼,F,大学及以上,31732,0.861
柳浪闻莺,M,大学,9033,0.198
三潭印月,F,初中,30242,0.648
双峰插云,M,初中,21314,0.24
雷峰夕照,F,大学,45912,0.392
南屏晚钟,F,大学及以上,13280,0.453
苏提春晓,F,大学及以上,40880,0.775
曲院风荷,M,高中,14374,0.31
平湖秋月,F,初中,13489,0.302
断桥残雪,M,高中,3505,0.772
花港观鱼,M,大学及以上,35011,0.973
柳浪闻莺,F,大学及以上,34040,0.068
三潭印月,M,高中,41636,0.65
双峰插云,F,大学,14159,0.613
雷峰夕照,M,大学,19155,0.202
南屏晚钟,M,高中,33247,0.979
苏提春晓,M,高中,48255,0.441
曲院风荷,M,初中,46377,0.506
平湖秋月,F,高中,45998,0.004
断桥残雪,F,高中,16107,0.553
花港观鱼,M,初中,7287,0.271
柳浪闻莺,F,大学,24830,0.922
三潭印月,F,大学,34653,0.171
双峰插云,F,高中,33318,0.066
雷峰夕照,F,大学,27582,0.688
南屏晚钟,F,大学及以上,10014,0.859
苏提春晓,M,大学,36482,0.7
曲院风荷,F,初中,30047,0.964
平湖秋月,M,高中,41006,0.152
断桥残雪,F,高中,36208,0.426
花港观鱼,M,初中,48244,0.676
柳浪闻莺,M,大学,44468,0.573
三潭印月,F,大学及以上,11163,0.343
双峰插云,M,大学及以上,18697,0.574
雷峰夕照,F,高中,48740,0.558
南屏晚钟,F,高中,37977,0.394
苏提春晓,M,高中,13607,0.622
曲院风荷,M,初中,11683,0.544
平湖秋月,F,高中,14125,0.604
断桥残雪,M,高中,34833,0.483
花港观鱼,M,高中,26207,0.439
柳浪闻莺,F,初中,12607,0.834
三潭印月,M,大学,23267,0.598
双峰插云,F,大学及以上,23454,0.845
雷峰夕照,M,初中,25744,0.778
南屏晚钟,M,高中,25438,0.716
苏提春晓,M,初中,31343,0.384
曲院风荷,F,大学及以上,3675,0.069
平湖秋月,F,高中,6614,0.101
断桥残雪,F,高中,49832,0.886
花港观鱼,F,高中,29700,0.82
柳浪闻莺,F,大学,4055,0.887
三潭印月,F,初中,31579,0.465
双峰插云,M,大学及以上,33256,0.124
雷峰夕照,M,初中,10388,0.14
南屏晚钟,F,大学及以上,14579,0.995
苏提春晓,M,大学,44739,0.55
曲院风荷,M,高中,3732,0.187
平湖秋月,F,大学,6706,0.137
断桥残雪,F,大学及以上,39461,0.032
花港观鱼,M,高中,48786,0.233
柳浪闻莺,M,高中,12417,0.793
三潭印月,M,大学及以上,39307,0.996
双峰插云,F,大学,21374,0.887
雷峰夕照,F,大学,34266,0.402
南屏晚钟,M,大学及以上,18098,0.692
苏提春晓,M,大学,14515,0.695
曲院风荷,M,高中,35370,0.964
平湖秋月,F,高中,20481,0.624
断桥残雪,F,大学及以上,3699,0.291
花港观鱼,F,初中,24989,0.527
柳浪闻莺,M,大学及以上,28668,0.576
三潭印月,M,大学,38632,0.15
双峰插云,M,大学,8796,0.543
雷峰夕照,F,高中,40887,0.98
南屏晚钟,M,高中,38142,0.131
苏提春晓,M,初中,39620,0.571
曲院风荷,M,大学及以上,42154,0.457
平湖秋月,F,大学及以上,27750,0.896
断桥残雪,F,初中,38538,0.858
花港观鱼,F,初中,18300,0.259
柳浪闻莺,M,高中,35887,0.692
三潭印月,F,初中,8462,0.128
双峰插云,M,大学,6264,0.912
雷峰夕照,M,初中,34679,0.137
南屏晚钟,M,大学及以上,10190,0.002
苏提春晓,M,高中,43051,0.289
曲院风荷,M,大学及以上,45820,0.529
平湖秋月,M,大学及以上,10471,0.005
断桥残雪,M,初中,4099,0.754
花港观鱼,F,初中,15185,0.256
柳浪闻莺,F,大学,49570,0.426
三潭印月,F,大学,16251,0.294
双峰插云,M,大学及以上,41584,0.337
雷峰夕照,M,大学,33355,0.729
南屏晚钟,M,初中,47712,0.935
苏提春晓,M,大学,9818,0.22
曲院风荷,F,高中,10465,0.838
平湖秋月,F,大学及以上,21881,0.053
断桥残雪,F,大学及以上,35600,0.262
花港观鱼,M,大学,3857,0.113
柳浪闻莺,F,大学及以上,8519,0.352
三潭印月,F,初中,3862,0.64
双峰插云,M,大学,26897,0.392
雷峰夕照,F,高中,35599,0.779
南屏晚钟,F,大学及以上,4074,0.481
苏提春晓,F,初中,3741,0.801
曲院风荷,M,大学及以上,7400,0.907
平湖秋月,F,初中,29483,0.356
断桥残雪,M,高中,32548,0.164
花港观鱼,F,大学及以上,42154,0.834
柳浪闻莺,F,高中,24201,0.132
三潭印月,F,初中,35609,0.11
双峰插云,M,初中,35170,0.686
